,term1,term2,cos_sim
280,normal,point,0.05339456483790417
281,sell,lie,0.0529166082478546
282,<START>,solution,-0.05186581147899072
283,case,:,0.05053676617683256
284,case,#,0.04893657146434338
285,knew,<START>,-0.048175690910379654
286,vaccine,steele,0.04796984831171425
287,fuck,<END>,0.0476208665078145
288,coronavirus,create,0.047514881385419705
289,say,:,0.04637108999988904
290,cdc,http,0.04608217422526806
291,knew,#,-0.044700255584199766
292,lie,<END>,0.04400575073634305
293,fuck,<START>,0.04387962060079065
294,normal,#,-0.04310851032064722
295,cia,#,-0.04289393250431184
296,fuck,normal,0.04266488907964838
297,david,#,-0.04258900249173525
298,take,problem,0.04239218917162879
299,",",former,0.042277957060210425
300,robert,#,-0.04211911241788058
301,spy,#,-0.04137467745411039
302,sell,.,0.04072669300272447
303,#,former,-0.04025838629061651
304,vaccine,david,0.03975966047688695
305,cia,",",0.039690100978574505
306,#,t.co14xwp6jfoa,-0.03953420454204215
307,david,<END>,-0.03901271896122771
308,take,http,0.038929067131637685
309,case,lie,-0.03786016357310884
310,robert,vaccine,0.037811533132086184
311,vaccine,spy,0.03780410000688139
312,problem,<END>,0.03755023324973217
313,fuck,say,-0.03694081889367751
314,robert,<END>,-0.036917572311808255
315,fuck,cdc,-0.03666814045719291
316,",",steele,0.036441636209439965
317,",",create,-0.036227264973674345
318,#,coronarvirus,-0.035720197555298094
319,cia,<END>,-0.03559013060074068
320,",",spy,0.03556683144448414
321,vaccine,lie,-0.03519925401991353
322,spy,<END>,-0.03447404003938037
323,#,steele,-0.03446306217705697
324,robert,",",0.034228609012927014
325,point,:,-0.03308177091007769
326,",",david,0.0329379377448451
327,<START>,create,0.032888309402208216
328,<END>,steele,-0.03271972388151223
329,point,.,-0.03249463218091342
330,<START>,lie,0.032274640758676254
331,",",t.co14xwp6jfoa,0.03212069973621723
332,knew,.,0.03208659784663692
333,vaccine,say,-0.03188970967943039
334,",",cdc,0.03127422945196823
335,<END>,solution,-0.03116910720310262
336,cia,vaccine,0.030869531046853527
337,vaccine,former,0.030781386304190028
338,<END>,former,-0.030730137674410685
339,lie,#,0.030662069590865704
340,say,.,0.030238053710606394
341,normal,case,0.029657476117393555
342,problem,say,0.02959266389973081
343,knew,lie,0.02894675616165099
344,<END>,t.co14xwp6jfoa,-0.02870030749789798
345,<END>,coronarvirus,-0.028199616562966767
346,cdc,say,0.028102532154221094
347,cdc,#,-0.027678273107728302
348,#,solution,-0.027673996129652823
349,cdc,<END>,0.027524378260359583
350,point,http,0.02688236572269609
351,point,<END>,0.026593237801792347
352,sell,#,-0.026338799241213406
353,take,<START>,-0.02574759088030243
354,",",solution,0.02561249962466916
355,fuck,http,0.025532545981749033
356,normal,.,0.0254199316459508
357,fuck,case,0.025183308160172224
358,point,",",-0.025013531907433606
359,lie,create,0.02470460626276516
360,sell,<END>,-0.023963093176198047
361,:,coronarvirus,0.02330070010511376
362,:,sell,0.023218422271045758
363,solution,coronavirus,-0.02307984520816686
364,:,lie,-0.022791780143705642
365,say,create,0.022662147254032372
366,",",sell,0.02189099149497764
367,",",http,0.021117413439241672
368,problem,lie,0.02104538488189489
369,vaccine,#,-0.021007248644818288
370,#,create,-0.020296695453812408
371,case,create,0.02018321261042344
372,:,t.co14xwp6jfoa,0.0199415091551145
373,knew,say,0.01959975600212427
374,:,steele,0.018919158158712146
375,vaccine,coronavirus,0.018617979412121288
376,say,#,-0.018371047353217262
377,:,former,0.01792010194568794
378,robert,:,0.017690891462466274
379,:,david,0.017530552635640184
380,take,normal,0.017392427323122517
381,lie,coronavirus,0.01720779253899951
382,lie,solution,0.017016248139688273
383,take,:,0.016990261867736
384,cia,:,0.01673461174759361
385,vaccine,<END>,0.01653787867766454
386,<START>,cdc,0.016150127111439483
387,cdc,:,0.015864980771521875
388,take,<END>,-0.015449003429866659
389,.,t.co14xwp6jfoa,0.015157622558554573
390,say,<END>,0.015010371039752002
391,:,spy,0.014982368113199418
392,cdc,coronavirus,0.013573814439024057
393,normal,vaccine,-0.012501082207079017
394,say,coronarvirus,-0.012393252349905293
395,vaccine,<START>,0.012131730252065154
396,cdc,.,0.011910674932448684
397,case,vaccine,0.01165724971798332
398,<START>,say,0.011116890738208873
399,knew,<END>,-0.011009822219121501
400,vaccine,http,-0.010774842929254236
401,problem,coronavirus,-0.010745053169397778
402,.,former,0.010485226935632808
403,.,steele,0.009948231040999178
404,point,#,0.00973592734070905
405,point,coronavirus,0.00952266766657417
406,normal,",",-0.00883743723745023
407,take,cdc,-0.0087310948076611
408,case,http,-0.0086987540141521
409,cia,.,0.00859357485157064
410,cdc,coronarvirus,0.008365850073653758
411,take,#,0.008261787177192281
412,knew,",",-0.008169564627286796
413,take,lie,0.007245908407910173
414,problem,<START>,0.005404243324064417
415,.,spy,0.004871590145832272
416,case,say,-0.0048560235008212604
417,point,<START>,-0.004579377509213556
418,.,create,0.004027027426271146
419,robert,.,0.0036868135872791807
420,take,say,0.00368477492584407
421,problem,.,0.0029793804762122678
422,problem,",",0.0025432216159149146
423,point,cdc,-0.0023786655906228305
424,.,david,0.002255475465356538
425,knew,:,0.0022146966680546276
426,take,coronavirus,-0.0022038721236750103
427,problem,#,0.0019858977833177027
428,take,case,-0.001973858567915876
429,point,say,0.001852302271275974
430,fuck,:,-0.0018019486140574692
431,vaccine,cdc,-0.001757167088676015
432,.,http,-0.001277650175041778
433,normal,:,0.0008847196193531026
434,case,cdc,0.00024771878108298395
