,Comp 1,Comp 2,Comp 3,Comp 4,Comp 5,Comp 6,Comp 7,Comp 8,Comp 9,Comp 10,Comp 11,Comp 12,Comp 13,Comp 14,Comp 15,Comp 16,Comp 17,Comp 18,Comp 19,Comp 20,Comp 21,Comp 22,Comp 23,Comp 24,Comp 25,Comp 26,Comp 27,Comp 28,Comp 29,Comp 30,Comp 31,Comp 32,Comp 33,Comp 34,Comp 35,Comp 36,Comp 37,Comp 38,Comp 39,Comp 40,Comp 41,Comp 42,Comp 43,Comp 44,Comp 45,Comp 46,Comp 47,Comp 48,Comp 49,Comp 50
!,0.0005209131361010103,0.0007095081090954993,-0.0012285772702604154,-0.00336989008077615,0.0008381615831360538,0.007249040201881576,-0.0019953095169798277,0.0005312086015005317,0.009601985806059291,0.0036719046732022163,0.004923593191924078,0.009427761047408202,0.00622515768874848,-0.007510219625459457,0.0014797623168251797,0.9518730647360945,-0.0033128408086919893,-0.0008377382724140507,0.003086173861648288,-0.0021693223588834538,-0.0021176722792196657,0.005241322323481019,0.0013664054306612595,0.007644358213974769,0.003178278089504373,-0.0011868704628522652,0.0011959838323560984,0.0007376980914613751,-0.0010941265206743378,-0.002725480428817404,0.002071682025173522,0.00015262450781672494,-0.0023720797846219464,-0.0031378034328397794,0.006418019039178248,0.0009893676059159798,-0.003593505894415358,0.0013883608075912837,-0.0034742107909009976,-6.0887454237648284e-05,0.0037668985456711275,0.0008096920708349125,0.0002499358683369715,0.0019542817976146223,-0.005733018420890686,-0.003920080228479319,0.0006642463517375526,-0.0017774149864261176,-0.005194200036204166,-0.010755282659375955
#,-0.006504438166083535,0.0004441781258061779,0.0032139329672665243,-0.0011004488250791703,0.00133472432415359,-0.0023972849125564674,-0.0015244519423753926,-0.004501443784294283,0.0003518207127548023,-0.0022586855898586097,-0.0023551073634491696,0.00010949662637841154,-0.0008063766619909735,0.002270337762332963,0.0021073778066623347,-0.00023113522705826665,-0.003247953785626423,0.0005722029609538798,-0.0001655427858025596,0.0014603387603277368,-0.001080669004259259,-0.0016277437241918533,-0.0006198926832194501,0.0010482435692167856,-0.0011311728231309034,0.00010235222452511204,0.0034231332396927744,-0.9835416101515293,0.0059885702718569505,0.0010234971957835941,-0.0034009228428828683,-0.0011946316045804845,0.001659248860741017,0.0009486340204460575,-0.00026734029615457094,0.0035379480780356465,0.00023423731473993029,9.380261008257174e-05,-0.000933833617868491,0.0002996261049480267,0.00330835944962718,-0.0004927077833572369,-0.0019262194944373763,0.0028564251244715608,0.0019955013329926337,-0.00220130310935443,-0.0003516034801433754,-0.0006543255457943029,-0.0016864183404843303,0.0007918027018613272
(,-0.011433238243636956,-0.010588263159918801,-0.012735378171164827,-0.005782284034891259,0.017452316823338723,-0.010379307531099951,-0.006617736861802561,-0.018850048699939823,0.006593633188939563,0.005769903431970678,-0.007892783221180297,0.025184457748394756,-0.005251515902455627,-0.001789881911350386,0.00561071137458434,-0.005678032555024582,0.5684975149254072,-0.006410395207244572,-0.017727176175357753,0.010560139886985585,-0.0004122157594345059,-0.009205033401875073,-0.01115273370127887,0.012317840356405745,0.0027681453171348406,0.005409666400334136,0.010721273127464173,0.0065293143567725755,0.03657397946029038,-0.08686833932258642,-0.005889736737615582,0.010949800786644853,-0.004956423918462391,0.0014775107163638133,0.006105390436063682,0.02749081101084455,0.0019187033699071135,0.01065607776932019,-0.009543099835603409,-0.0002073390048295638,0.028372531355359085,-0.09631854485432753,-0.032770300427430135,0.028705640865536185,-0.012316790753723224,-0.00021882229579830515,-0.0021424266732474524,-0.004501790217634666,0.01113328045869872,-0.0023331824626481312
),-0.013935714307800929,-0.009588987550044389,-0.012134268559608705,-0.004235181920858906,0.020333643333294998,-0.010639544921177434,-0.006307410945210045,-0.020133672418671082,0.009154770976057325,0.006816401364543755,-0.004731248908465189,0.025990394310418774,-0.008337700059007747,-0.003118030566174986,0.005057781593226524,-0.002139810258991799,0.5765212056349742,-0.005747794979300164,-0.013933589058797984,0.021686793494058054,0.001218191816992071,-0.010890034987104256,-0.007019291170399154,0.012999825502831148,0.004235843299934991,0.005370795418025019,0.010021142400957021,0.006775432968164142,0.04006773921234665,-0.10485479538728708,-0.0072166408595209135,0.004159705040616088,-0.006993687478077395,-0.00038532149201126083,0.007109015182632204,0.023433313901439982,0.0025294294185813177,0.012956649226847009,-0.008069882947918793,-0.0016433150235142617,0.03248635341759974,-0.10098804042774603,-0.030181314186326216,0.027875475124079195,-0.014158407024214056,0.003927978072853019,0.004025122712069528,-0.01099866648777886,0.01107139165244471,-0.002971022898273357
",",-0.0030088495782724586,0.0005446460080718359,0.004650822217131249,0.9692092939882551,0.0002619926567155699,-3.507108734927995e-05,0.0019744781122980545,0.0022533150738942194,0.004420222821378911,-0.0017847245769099102,-0.006886744310284926,0.0041560881989682755,0.0037429915317241727,-0.003269773671304127,0.003767165115328505,-0.003277359314175537,-0.005225911233151706,-0.002489676192294725,-0.0006019551146929916,-0.0019246357270877139,0.005289882723083745,-0.0011296136256184024,-0.004316239744245692,-0.0033318208169166247,0.005933627922375201,0.002507914993521397,-0.002077679745093288,0.0014609931878105742,0.004893019758512397,0.0018732600274668637,0.0034667389586592635,-0.002909823962998208,2.0730035193896462e-05,-0.0007848517505171689,0.005506324861261137,-0.0022591764729680084,0.0024309848779852615,-0.003972954099911195,0.006846573518191491,0.0002528988049483351,0.003144187868265043,-0.002196185347633342,0.008833809191208047,-0.006410966311347781,-0.0012025817474967775,0.00025943091134336335,0.012879909726167003,0.0015237907593176059,0.004330444815081623,0.0009151619807542394
-,0.01352390563846071,0.008074233908801999,-0.03419141181031758,-0.007310480561281389,-0.01670085355127365,-0.005760311874716755,0.010536205557023885,0.013939464704302186,0.017651256984902008,-0.004984294380162695,0.0015166168928110362,0.01073968890039951,0.07681041930502408,0.006345224560500774,0.014615300836684872,0.0006726789681919293,-0.0003471982336315793,-0.0035368768542443814,0.003806701933608935,0.014164255812180062,0.007332787401154207,0.0242522951194286,0.0584734866012403,-0.002993789315019639,-0.025881426273561842,-0.007832292589498531,0.004251559497081567,-0.002599209815395058,0.007212715109045139,0.015390079574461469,0.017739480851175812,-0.004204410227685813,0.022906769141126864,0.003663321628937571,2.9517944577259897e-05,-0.0022088355210139344,0.005659794163722102,-0.017125713308990785,0.0190645316030696,0.007632669607479069,-0.007182183527082029,0.0016506563318090528,0.010314631396262933,-0.006397695145914138,0.010998379584595,0.05355701150882181,0.008399157315163424,-0.77310248646226,0.004120884535438819,0.0023995008902173345
--,0.009346642101922084,-0.015460828447991615,-0.01694318176591886,0.012909708716991972,-0.0034479733429423915,-0.019047084500699397,0.0017337120725246557,0.0011048077822106942,-0.00743186688527552,-0.013667572346213425,0.0075844202545399,0.03895488187127772,-0.007568324950411854,0.01904882181666271,0.009480343925452866,-0.003659755961835456,0.0027615405417973984,0.0034738181631243435,-0.011862978303224504,-0.007779382718238187,0.021263558959367074,-0.01096870016559841,0.057194460840303635,0.005602699158105966,-0.03758318780399657,-0.005376981981591991,0.054600805927435436,0.0036598084497272733,-0.040223890072551984,-0.0043971361576100884,0.028039958344765255,-0.021750692339530357,0.007063502182195086,-0.032636907737338974,0.0016424929485136584,-0.006441880109104179,0.00937869977017388,-0.022975464384716583,-0.01825350729941223,0.003873348101365581,-0.01490384425885158,0.014125147642197373,-0.006728195676505321,0.012028327579989527,-0.01775315520160599,-0.02222295403386433,-0.008764399103092924,0.027546609189339228,-0.0045914048168827545,0.002341846236856067
.,-0.001798719127486914,0.001526416360467315,0.0017442762855304703,-0.00026126141874396186,6.783210058014522e-05,0.00011933535339330587,0.002605197772447606,0.000909239951626617,0.00289818438697919,0.0013764345147602164,-0.0037484272133424257,-0.0003458392781891485,0.00030620007773005803,-0.0016278943651081464,0.004698513194576133,-0.0010689786201968782,0.00043443148422800393,0.001204007454630035,0.001039401857579357,0.003454990274008124,0.006459694022865753,0.0011074069683833397,0.002140136131722776,0.0026045423061165033,0.006791429668739538,-0.0001768166233952831,-0.0007519624882706931,-0.0003537198080155249,0.0017686977704427786,-0.006405316637172982,-0.0004189847812707745,-0.005096323404071544,-0.0018893291459642358,0.004325746274420306,0.0020586536476587536,-0.004119639139642847,-0.0010195553850080585,-0.0009063123251223794,-0.003040021047682681,-0.9798860180484598,-0.0012533712037426786,-0.0019625796817717804,-0.0009005259696806545,-0.004979979563894281,0.002789378975783033,-0.0005403100735557938,0.0021075856255180977,0.00033136438717470094,-0.0006435175084096231,0.0013538333437047153
..,-0.0011328169969637848,0.00011547296086436565,-0.0056206433957233515,-0.00400251475039291,-0.015183936627354956,-0.0017527907976574333,0.00571208598491019,-0.0005380324124061473,0.0011213815153654654,0.004078268775501392,-0.0037816211677863805,-0.004403933005605106,-0.006269776277184825,-0.005910211116599795,-0.0028386020017262003,-0.003341684353636494,-0.004115018459301923,0.006237315244022303,-0.0008203268693612587,-0.001882364688233129,0.007525563275442666,0.0002736236310873573,0.007747345474189827,-0.010014110032972638,0.005327007971309566,0.004950055256321596,0.004413559789158519,0.000725580154931237,0.001500952484769011,-0.010255784792611817,-0.00016365947238205407,0.0031399124205320895,0.0025888916614868348,0.002376581227763474,0.004402310786263031,-0.0020484614314563616,0.0014265798722549075,-0.0004014003786884842,0.004142188989413431,0.001807412841920762,0.00042180648228128744,-0.0004909981484635118,0.008342809456897297,0.0037517134287295946,0.00895510421070687,0.00869056407125254,-0.0008154287928910889,0.0012627425740131312,-0.0063353965275092655,-0.021249479969295375
...,-0.008250141745007305,0.0010815862160147636,0.016690909938311755,-0.003649200302017469,-0.0076558371963267,-0.014296452518274693,0.008104672313498977,0.0002506737960040282,0.037700773678121545,0.016054076733335663,0.023677614595183246,0.06339626603375835,-0.0209853798164343,-0.006161270345379625,-0.0009431660116636738,0.021925850586965105,0.01480878665309663,-0.0006633343778119748,0.0032004797624420097,-0.007106250801538807,-0.0004266079250309479,-0.027245285958120955,-0.02178549231995841,0.0073335518414960905,0.0028800398499569065,0.014316204845094414,0.005468532574475479,0.0073659444480761995,0.015480290076433981,-0.00026232753602665093,0.010481657672008229,0.0027684040057442487,-0.011412395755935646,0.015478536787558178,0.06463462674291047,0.012043218646073252,-0.01132298634256668,0.012435994040273686,0.0011532224305785804,-0.001189359247430891,0.005293326356331173,0.01518846972333856,-0.008030867587581831,0.02383808761900371,-0.012668923479480128,-0.0692314289547337,-0.03267280349203146,-0.061474306946694354,-0.032321183416554926,0.013471460099040973
