,index,tweet,tweet_text,clean_tweet
0,149,"RT @BNODesk: 10 towns in northern Italy have been put on a virtual lockdown due to coronavirus, according to local media","10 towns in northern Italy have been put on a virtual lockdown due to coronavirus, according to local media",10 town in northern Italy have be put on virtual lockdown due to coronavirus accord to local medium
1,983,"RT @adamfeuerstein: $125M effort to find #coronavirus drugs started by Gates Foundation, Wellcome, and Mastercard https://t.co/doD3ZRaDGt v…","$125M effort to find #coronavirus drugs started by Gates Foundation, Wellcome, and Mastercard  v",125M effort to find coronavirus drug start by Gates Foundation Wellcome and Mastercard
2,960,RT @SafetyPinDaily: 13 times Trump's coronavirus claims have gone down in flames | Via: Alternet https://t.co/NtwpclYfJr,13 times Trump's coronavirus claims have gone down in flames | Via: Alternet ,13 time Trump is coronavirus claim have go down in flame Via Alternet
3,587,"RT @RT_com: 16 million people ordered into quarantine as #Italy struggles to contain the spread of #coronavirus 

https://t.co/q9VTJS9T3K h…","16 million people ordered into quarantine as #Italy struggles to contain the spread of #coronavirus 

 h",16 million people order into quarantine a Italy struggle to contain the spread of coronavirus
4,1071,"RT @UrinatingTree: 2020 ABRIDGED:

- Iran/US tensions at a peak
- Coronavirus ravaging China, probably worse than reported
- Congress in tu…","2020 ABRIDGED:

- Iran/US tensions at a peak
- Coronavirus ravaging China, probably worse than reported
- Congress in tu",2020 ABRIDGED tension at peak Coronavirus ravage China probably bad than report Congress in tu
5,517,"21 people test positive for coronavirus on California cruise ship, out of 46 tested so far https://t.co/dMhXd2l3MN","21 people test positive for coronavirus on California cruise ship, out of 46 tested so far ",21 people test positive for coronavirus on California cruise ship out of 46 test so far
6,470,"ABC News: 'Getting harder to contain': Sydney school shut down after student infected with coronavirus.
https://t.co/mK2Cg1XXIE","ABC News: 'Getting harder to contain': Sydney school shut down after student infected with coronavirus.
",ABC News harder to contain Sydney school shut down after student infect with coronavirus
7,638,RT @kasie: ALSO OF NOTE: Congress as a whole could be more susceptible to dangerous symptoms of the coronavirus. Sixty-six senators are ove…,ALSO OF NOTE: Congress as a whole could be more susceptible to dangerous symptoms of the coronavirus. Sixty-six senators are ove,ALSO OF NOTE Congress a whole could be more susceptible to dangerous symptom of the coronavirus senator be ove
8,188,RT @picardonhealth: About 80% of #coronavirus cases are mild. That’s good because most people recover. But it's bad because it means the vi…,About 80% of #coronavirus cases are mild. That’s good because most people recover. But it's bad because it means the vi,About 80 of coronavirus case be mild That good because most people recover But it is bad because it mean the vi
9,125,"RT @CityNews: According to a new poll, 69 per cent of Canadians believe that Canadian officials have dealt with coronavirus in a ""prudent a…","According to a new poll, 69 per cent of Canadians believe that Canadian officials have dealt with coronavirus in a ""prudent a",According to new poll 69 per cent of Canadians believe that Canadian official have dealt with coronavirus in prudent
10,371,"RT @RARohde: According to the official statistics, the coronavirus epidemic in China has been leveling off with more than half of patients…","According to the official statistics, the coronavirus epidemic in China has been leveling off with more than half of patients",According to the official statistic the coronavirus epidemic in China have be leveling off with more than half of patient
11,86,"RT @Habossaad: According to this latest literature review article,the #coronavirus can persist on surfaces (metal, glass, plastic...etc) fo…","According to this latest literature review article,the #coronavirus can persist on surfaces (metal, glass, plastic...etc) fo",According to this late literature review article the coronavirus can persist on surface metal glass plastic etc fo
12,978,RT @WR_Record: Acting Medical Officer of Health for Waterloo Region talks about managing coronavirus in the area https://t.co/GDoMeQWhoa,Acting Medical Officer of Health for Waterloo Region talks about managing coronavirus in the area ,Acting Medical Officer of Health for Waterloo Region talk about manage coronavirus in the area
13,283,RT @ladyagape: @AdultEdTCDSB @AdultEdTCDSB  ... people infected with coronavirus who have not yet developed symptoms can easily transmit th…,@AdultEdTCDSB @AdultEdTCDSB  ... people infected with coronavirus who have not yet developed symptoms can easily transmit th,AdultEdTCDSB AdultEdTCDSB people infect with coronavirus who have not yet developed symptom can easily transmit th
14,361,RT @SCMirror: Advocates want plan to prevent coronavirus spread in Toronto shelters. https://t.co/5tM6WhH3Fp #TOpoli #homelessness #coronav…,Advocates want plan to prevent coronavirus spread in Toronto shelters.  #TOpoli #homelessness #coronav,Advocates want plan to prevent coronavirus spread in Toronto shelter TOpoli homelessness coronav
15,742,"RT @chevymo: Aeroport de Montreal ... 

Notice to passengers – Coronavirus
https://t.co/FaAK9W5HvV

WHY no mention of flights from Iran? 
#…","Aeroport de Montreal ... 

Notice to passengers – Coronavirus


WHY no mention of flights from Iran",Aeroport de Montreal Notice to passenger Coronavirus WHY no mention of flight from Iran
16,1260,"RT @EpochTimesChina: After 2 high-ranking gov't officials in #Hubei Province died from the #Coronavirus, many officials are getting special…","After 2 high-ranking gov't officials in #Hubei Province died from the #Coronavirus, many officials are getting special",After official in Hubei Province die from the Coronavirus many official be get special
17,876,"RT @THR: After the NBA suspended the remainder of the season due to the #coronavirus outbreak, the NHL was still evaluating its response ht…","After the NBA suspended the remainder of the season due to the #coronavirus outbreak, the NHL was still evaluating its response ht",After the NBA suspend the remainder of the season due to the coronavirus outbreak the NHL be still evaluate it response ht
18,221,"RT @Gerjon_: After the ☣#Coronavirus was found among South Koreans who had visited Israel, South Koreans will not be allowed into Isra…","After the ☣#Coronavirus was found among South Koreans who had visited Israel, South Koreans will not be allowed into Isra",After the be found among Koreans who have visit South Koreans will not be allow into Isra
19,126,"RT @BaldingsWorld: Again because I'm trying to avoid coronavirus data, today's thread trying to lend perspective and framing for the dynami…","Again because I'm trying to avoid coronavirus data, today's thread trying to lend perspective and framing for the dynami",Again because be try to avoid coronavirus data today is thread try to lend perspective and frame for the dynami
20,1104,RT @CTVNews: Air Canada suspends all direct flights to China as coronavirus spreads https://t.co/OnidcBGIlj https://t.co/IEfQaSBxGZ,Air Canada suspends all direct flights to China as coronavirus spreads  ,Air Canada suspends all direct flight to China a coronavirus spread
21,893,RT @CBCAlerts: Air Canada suspends flights to and from Italy due to  'ongoing health and safety concerns' related to coronavirus outbreak.…,Air Canada suspends flights to and from Italy due to  'ongoing health and safety concerns' related to coronavirus outbreak,Air Canada suspends flight to and from Italy due to health and safety concern related to coronavirus outbreak
22,1025,"RT @TomTSEC: All schools, colleges and nurseries in Ireland will be closed until March 29 due to #coronavirus  outbreak.

Opppssss, problem…","All schools, colleges and nurseries in Ireland will be closed until March 29 due to #coronavirus  outbreak.

Opppssss, problem",All school college and nursery in Ireland will be close until March 29 due to coronavirus outbreak Opppssss problem
23,719,RT @ianjamesyoung70: All those folk who were laughing at Hong Kong and pontificating that #coronavirus was a big fat nothingburger a fortni…,All those folk who were laughing at Hong Kong and pontificating that #coronavirus was a big fat nothingburger a fortni,All those folk who be laugh at Hong Kong and pontificate that coronavirus be big fat nothingburger fortni
24,803,"RT @kr3at: America's busiest port, the Port of Los Angeles, is projecting  volume drop of at least a 25% this month due to the #CoronaVirus…","America's busiest port, the Port of Los Angeles, is projecting  volume drop of at least a 25% this month due to the #CoronaVirus",America is busiest port the Port of Los Angeles be project volume drop of at least 25 this month due to the CoronaVirus
25,1085,RT @globeandmail: Americans evacuated from Wuhan evaluated at military base for signs of coronavirus https://t.co/DpsKgBMDGz https://t.co/8…,Americans evacuated from Wuhan evaluated at military base for signs of coronavirus  ,Americans evacuate from Wuhan evaluate at military base for sign of coronavirus
26,1035,"RT @SenSchumer: Americans need clear guidance from the federal government on coronavirus

It’s been reported health officials recommended o…","Americans need clear guidance from the federal government on coronavirus

It’s been reported health officials recommended o",Americans need clear guidance from the federal government on coronavirus It be report health official recommend
27,452,"RT @reggcohn: Amid the coronavirus scare, why is Ontario coercing sick poor people to infect the workplaces and waiting rooms of the provin…","Amid the coronavirus scare, why is Ontario coercing sick poor people to infect the workplaces and waiting rooms of the provin",Amid the coronavirus scare why be Ontario coerce sick poor people to infect the workplace and wait room of the provin
28,588,RT @CNBC: Amtrak suspends nonstop Acela service between DC and New York due to coronavirus https://t.co/KqHw25K2wm,Amtrak suspends nonstop Acela service between DC and New York due to coronavirus ,Amtrak suspends nonstop Acela service between DC and New York due to coronavirus
29,1299,"RT @WBrettWilson: “An Instagram personality said he had coronavirus on a plane. The stunt got him arrested”: @NationalPost

He should spend…","“An Instagram personality said he had coronavirus on a plane. The stunt got him arrested”: @NationalPost

He should spend",An Instagram personality say he have coronavirus on plane The stunt get him arrest NationalPost He should spend
30,900,RT @JamilSmith: An abdication of duty. There is so much Trump assumed about the spread of coronavirus here. Stephen Miller’s speech called…,An abdication of duty. There is so much Trump assumed about the spread of coronavirus here. Stephen Miller’s speech called,An abdication of duty There be so much Trump assume about the spread of coronavirus here Stephen Miller speech call
31,566,RT @scottdeveau: An employee at Brookfield Asset Management Inc. U.S. headquarters in New York has tested positive for the coronavirus. Sto…,An employee at Brookfield Asset Management Inc. U.S. headquarters in New York has tested positive for the coronavirus. Sto,An employee at Brookfield Asset Management headquarters in New York have test positive for the coronavirus Sto
32,298,"RT @AzharAliLeghari: An excellent speech by Singapore’s Health Minister Mr. Gan Kim Yong. 

An excellent way of describing #coronavirus #Co…","An excellent speech by Singapore’s Health Minister Mr. Gan Kim Yong. 

An excellent way of describing #coronavirus #Co",An excellent speech by Singapore Health Minister Gan Kim Yong An excellent way of describe coronavirus Co
33,53,"RT @janisfrayer: An incredible outpouring in #China for Dr. Li Wenliang, the brave doctor who had warned of a strange #coronavirus in #Wuha…","An incredible outpouring in #China for Dr. Li Wenliang, the brave doctor who had warned of a strange #coronavirus in #Wuha",An incredible outpouring in China for Li Wenliang the brave doctor who have warn of strange coronavirus in Wuha
34,1303,"RT @PDChinaScience: An infant in #Wuhan has tested positive for the novel #coronavirus just 30 hours after birth, said the city's children'…","An infant in #Wuhan has tested positive for the novel #coronavirus just 30 hours after birth, said the city's children",An infant in Wuhan have test positive for the novel coronavirus just 30 hour after birth say the city is child
35,736,"RT @simoninmadrid: An 82-year-old man infected with the coronavirus died in the Basque Country on Wednesday, becoming Spain’s second offici…","An 82-year-old man infected with the coronavirus died in the Basque Country on Wednesday, becoming Spain’s second offici",An man infect with the coronavirus die in the Basque Country on Wednesday become Spain second offici
36,47,"RT @nytimes: An online outpouring of anger and grief followed the death of Li Wenliang, the doctor who warned about the coronavirus that ha…","An online outpouring of anger and grief followed the death of Li Wenliang, the doctor who warned about the coronavirus that ha",An online outpouring of anger and grief follow the death of Li Wenliang the doctor who warn about the coronavirus that ha
37,426,And now back to bad news - #Coronavirus to have 'substantial' impact on trade: WTO #trade #cdnecon #WTO  https://t.co/rtwT9KuYSr,And now back to bad news - #Coronavirus to have 'substantial' impact on trade: WTO #trade #cdnecon #WTO  ,And now back to bad news Coronavirus to have impact on trade WTO trade cdnecon WTO
38,1293,"RT @SlickRockWeb: And now the complete opposite, tone deaf, not in good humor comments from an Admin official. #coronavirus  https://t.co/M…","And now the complete opposite, tone deaf, not in good humor comments from an Admin official. #coronavirus  ",And now the complete opposite tone deaf not in good humor comment from an Admin official coronavirus
39,862,RT @hopihoekstra: Another Boston school moves online:  MIT moving to online classes; university reports visitor with coronavirus - The Bost…,Another Boston school moves online:  MIT moving to online classes; university reports visitor with coronavirus - The Bost,Another Boston school move online MIT move to online class university report visitor with coronavirus The Bost
40,768,"RT @WSJ: Another Princess cruise ship is embroiled in an outbreak of coronavirus—this time the Grand Princess, which was en route to Hawaii…","Another Princess cruise ship is embroiled in an outbreak of coronavirus—this time the Grand Princess, which was en route to Hawaii",Another Princess cruise ship be embroil in an outbreak of time the Grand Princess which be en route to Hawaii
41,64,"RT @fjeronimo: Another withdraw from #MWC20 

Sony withdraws from #MWC2020 over coronavirus concerns https://t.co/fZay48huqC","Another withdraw from #MWC20 

Sony withdraws from #MWC2020 over coronavirus concerns ",Another withdraw from MWC20 Sony withdraws from MWC2020 over coronavirus concern
42,469,"RT @alexnazaryan: Anthony Fauci was supposed to present on the coronavirus at a Senate Democrats’ luncheon today.

He just learned—from Sen…","Anthony Fauci was supposed to present on the coronavirus at a Senate Democrats’ luncheon today.

He just learned—from Sen",Anthony Fauci be suppose to present on the coronavirus at Senate Democrats luncheon today He just Sen
43,1055,Any aspiring Afro-Futurist writers could take some inspiration from the John Hopkins worldwide #COVID19 map and get started on that post-apocalyptic sci-fi. https://t.co/fkbJPYeuKb,Any aspiring Afro-Futurist writers could take some inspiration from the John Hopkins worldwide #COVID19 map and get started on that post-apocalyptic sci-fi. ,Any aspire writer could take some inspiration from the John Hopkins worldwide COVID19 map and get start on that
44,826,RT @ottawasuncom: Archdiocese of Ottawa taking steps to help prevent the spread of coronavirus https://t.co/K9vZTlA1Gd https://t.co/GEG5vgB…,Archdiocese of Ottawa taking steps to help prevent the spread of coronavirus  ,Archdiocese of Ottawa take step to help prevent the spread of coronavirus
45,119,RT @TheCurrentCBC: Are fears about coronavirus fuelling xenophobia and stigma? Thousands signed a petition calling on school boards north o…,Are fears about coronavirus fuelling xenophobia and stigma? Thousands signed a petition calling on school boards north o,Are fear about coronavirus fuel xenophobia and stigma Thousands sign petition call on school board north
46,993,"RT @ExportDevCanada: Are travel restrictions due to the #coronavirus placing a strain on your company? 

Find out how you can minimize the…","Are travel restrictions due to the #coronavirus placing a strain on your company? 

Find out how you can minimize the",Are travel restriction due to the coronavirus place strain on your company Find out how you can minimize the
47,394,Are you in self-isolation or quarantine due to the coronavirus? We want to hear from you https://t.co/RZLr5zu2Xy via @torontostar,Are you in self-isolation or quarantine due to the coronavirus? We want to hear from you  via @torontostar,Are you in or quarantine due to the coronavirus We want to hear from you via torontostar
48,790,"RT @Dave_McGinn: Are you wondering if you should travel on March Break, or have decided not to travel, because of the coronavirus? I'm aski…","Are you wondering if you should travel on March Break, or have decided not to travel, because of the coronavirus? I'm aski",Are you wonder if you should travel on March Break or have decide not to travel because of the coronavirus be aski
49,648,RT @WordswithSteph: Arizona Congressman Dr. Paul Gosar announced on Twitter that he and his staff are in self-quarantine for coronavirus (N…,Arizona Congressman Dr. Paul Gosar announced on Twitter that he and his staff are in self-quarantine for coronavirus (N,Arizona Congressman Paul Gosar announce on Twitter that he and his staff be in for coronavirus
50,1012,"RT @GrantWahl: Arsenal manager Mikel Arteta tested positive for coronavirus, and the Premier League is still playing games in front of crow…","Arsenal manager Mikel Arteta tested positive for coronavirus, and the Premier League is still playing games in front of crow",Arsenal manager Mikel Arteta test positive for coronavirus and the Premier League be still play game in front of crow
51,899,RT @CREA_ACI: Article of the Day: @globeandmail – MCLISTER: Fixed or variable? The coronavirus crisis has made one the better pick for mort…,Article of the Day: @globeandmail – MCLISTER: Fixed or variable? The coronavirus crisis has made one the better pick for mort,Article of the Day globeandmail MCLISTER Fixed or variable The coronavirus crisis have make one the well pick for mort
52,607,"RT @YahooCanadaNews: As Canada continues to control the coronavirus outbreak, Public Health has updated its list of seven destinations wher…","As Canada continues to control the coronavirus outbreak, Public Health has updated its list of seven destinations wher",As Canada continue to control the coronavirus outbreak Public Health have update it list of seven destination wher
53,601,"RT @NightShiftMD: As Canadians hope for coronavirus vaccine, many aren't getting immunized against other diseases. https://t.co/tMAarZ0LDj…","As Canadians hope for coronavirus vaccine, many aren't getting immunized against other diseases. ",As Canadians hope for coronavirus vaccine many be not get immunize against other disease
54,1214,"RT @picardonhealth: As New #Coronavirus Spread, China’s Old Habits Delayed Fight: At critical turning points, Chinese authorities put secre…","As New #Coronavirus Spread, China’s Old Habits Delayed Fight: At critical turning points, Chinese authorities put secre",As New Coronavirus Spread China Old Habits Delayed Fight At critical turn point Chinese authority put secre
55,564,"RT @psac_afpc: As countries around the world scramble to control the deadly #coronavirus outbreak, some analysts say Europe's social progra…","As countries around the world scramble to control the deadly #coronavirus outbreak, some analysts say Europe's social progra",As country around the world scramble to control the deadly coronavirus outbreak some analyst say Europe is social progra
56,556,"RT @RBReich: As health officials struggle to contain the coronavirus, the President of the United States has spent the past 2 days on the g…","As health officials struggle to contain the coronavirus, the President of the United States has spent the past 2 days on the g",As health official struggle to contain the coronavirus the President of the United States have spent the past day on the
57,209,"RT @nytimes: As millions in China are barricaded in their homes during the coronavirus outbreak, delivery drivers have been keeping fresh f…","As millions in China are barricaded in their homes during the coronavirus outbreak, delivery drivers have been keeping fresh f",As million in China be barricade in their home during the coronavirus outbreak delivery driver have be keep fresh
58,122,"RT @AFP: At least 10 passengers on a cruise ship that Japan quarantined tested positive for the new coronavirus, the Japanese health minist…","At least 10 passengers on a cruise ship that Japan quarantined tested positive for the new coronavirus, the Japanese health minist",At least 10 passenger on cruise ship that Japan quarantine test positive for the new coronavirus the Japanese health minist
59,77,RT @V2019N: At least one of every two instances of human-to-human transmission of coronavirus is believed to occur while the first patient…,At least one of every two instances of human-to-human transmission of coronavirus is believed to occur while the first patient,At least one of every two instance of transmission of coronavirus be believe to occur while the first patient
60,182,RT @BizCouncilofCan: At this critical time when Canada faces serious economic headwinds from rail blockades to the impacts from coronavirus…,At this critical time when Canada faces serious economic headwinds from rail blockades to the impacts from coronavirus,At this critical time when Canada face serious economic headwind from rail blockade to the impact from coronavirus
61,626,"RT @markhmasters: Auston Matthews on post-game bow with Frederik Andersen: 

""It's just because of the whole coronavirus thing. We decided…","Auston Matthews on post-game bow with Frederik Andersen: 

""It's just because of the whole coronavirus thing. We decided",Auston Matthews on bow with Frederik Andersen It is just because of the whole coronavirus thing We decide
62,536,"RT @reporterchris: Auston Matthews walks up to the podium, in use as the #leafs adjust their media policy amid coronavirus concerns, and sa…","Auston Matthews walks up to the podium, in use as the #leafs adjust their media policy amid coronavirus concerns, and sa",Auston Matthews walk up to the podium in use a the leaf adjust their medium policy amid coronavirus concern and sa
63,1245,"RT @680NEWS: Australia is the latest country to report a confirmed case of coronavirus. Cases worldwide now just shy of 1300, the death tol…","Australia is the latest country to report a confirmed case of coronavirus. Cases worldwide now just shy of 1300, the death tol",Australia be the late country to report confirm case of coronavirus Cases worldwide now just shy of 1300 the death tol
64,624,"RT @kniggem:  BIG: Chancellor Angela Merkel said that “60 to 70 percent in Germany will get infected” with #Coronavirus, the country’s Bi…"," BIG: Chancellor Angela Merkel said that “60 to 70 percent in Germany will get infected” with #Coronavirus, the country’s Bi",BIG Chancellor Angela Merkel say that 60 to 70 percent in Germany will get infect with Coronavirus the country Bi
65,1080,"RT @locsei: BREAKING

1st case of deadly coronavirus in Toronto

Public health officials announce first diagnosed case at Toronto’s Sunnybr…","BREAKING

1st case of deadly coronavirus in Toronto

Public health officials announce first diagnosed case at Toronto’s Sunnybr",BREAKING 1st case of deadly coronavirus in Toronto Public health official announce first diagnose case at Toronto Sunnybr
66,793,"RT @ByMikeBaker: BREAKING: A 7th person with coronavirus has died in the Seattle area. This time, the infection wasn’t identified until wel…","BREAKING: A 7th person with coronavirus has died in the Seattle area. This time, the infection wasn’t identified until wel",BREAKING 7th person with coronavirus have die in the Seattle area This time the infection wasn identify until wel
67,493,RT @kieranleavitt: BREAKING: Alberta has its first “presumptive” case of coronavirus. The chief medical officer is holding a press conferen…,BREAKING: Alberta has its first “presumptive” case of coronavirus. The chief medical officer is holding a press conferen,BREAKING Alberta have it first presumptive case of coronavirus The chief medical officer be hold press conferen
68,1040,"RT @680NEWS: #BREAKING: All publicly-funded schools in Ontario will be closed for 2 weeks following March break, in response to coronavirus…","#BREAKING: All publicly-funded schools in Ontario will be closed for 2 weeks following March break, in response to coronavirus",BREAKING All school in Ontario will be close for week follow March break in response to coronavirus
69,497,"RT @Sportsnet: BREAKING: Amid growing concerns over the threat coronavirus poses, the IIHF has announced the cancellation of the 2020 Women…","BREAKING: Amid growing concerns over the threat coronavirus poses, the IIHF has announced the cancellation of the 2020 Women",BREAKING Amid grow concern over the threat coronavirus pose the IIHF have announce the cancellation of the 2020 Women
70,238,"RT @BNODesk: BREAKING: Brazil confirms South America's first case of coronavirus - Reuters, citing sources https://t.co/eUoE2b20hL","BREAKING: Brazil confirms South America's first case of coronavirus - Reuters, citing sources ",BREAKING Brazil confirms South America is first case of coronavirus Reuters cite source
71,90,"RT @globalnews: #BREAKING: British Columbia has identified two additional cases of novel coronavirus, bringing the total number in the prov…","#BREAKING: British Columbia has identified two additional cases of novel coronavirus, bringing the total number in the prov",BREAKING British Columbia have identify two additional case of novel coronavirus bring the total number in the prov
72,1166,RT @thehill: #BREAKING: China confirms 769 new coronavirus cases in one day https://t.co/nMT71xgfpu https://t.co/Um8eCWGMap,#BREAKING: China confirms 769 new coronavirus cases in one day  ,BREAKING China confirms 769 new coronavirus case in one day
73,1181,RT @CityNews: #BREAKING: China's National Health Commission said Friday morning the confirmed cases of the new coronavirus had risen to 830…,#BREAKING: China's National Health Commission said Friday morning the confirmed cases of the new coronavirus had risen to 830,BREAKING China is National Health Commission say Friday morning the confirm case of the new coronavirus have risen to 830
74,1117,RT @680NEWS: #BREAKING: China's National Health Commission said Friday morning the confirmed cases of the new coronavirus had risen to 830…,#BREAKING: China's National Health Commission said Friday morning the confirmed cases of the new coronavirus had risen to 830,BREAKING China is National Health Commission say Friday morning the confirm case of the new coronavirus have risen to 830
75,1099,"RT @NatashaFatah: #BREAKING China says 41 people have died from the Coronavirus, and more 1000 have become infected in that country. 

That…","#BREAKING China says 41 people have died from the Coronavirus, and more 1000 have become infected in that country. 

That",BREAKING China say 41 people have die from the Coronavirus and more 1000 have become infect in that country That
76,92,RT @nationalpost: BREAKING: A Chinese doctor who was reprimanded for warning of early coronavirus cases has died after falling ill with the…,BREAKING: A Chinese doctor who was reprimanded for warning of early coronavirus cases has died after falling ill with the,BREAKING Chinese doctor who be reprimand for warn of early coronavirus case have die after fall ill with the
77,582,RT @yaneerbaryam: BREAKING: Coronavirus Outbreak. Dramatic drop in new cases in South Korea signals end is near for outbreak there. Credit:…,BREAKING: Coronavirus Outbreak. Dramatic drop in new cases in South Korea signals end is near for outbreak there. Credit,BREAKING Coronavirus Outbreak Dramatic drop in new case in South Korea signal end be near for outbreak there Credit
78,1198,"RT @Breaking911: BREAKING: Coronavirus cases rise to more than 830 in China, death toll from outbreak hits 25 - CNBC","BREAKING: Coronavirus cases rise to more than 830 in China, death toll from outbreak hits 25 - CNBC",BREAKING Coronavirus case rise to more than 830 in China death toll from outbreak hit 25 CNBC
79,300,RT @yaneerbaryam: BREAKING: Coronavirus update has some positives with decrease in new cases in South Korea and constant for two days in It…,BREAKING: Coronavirus update has some positives with decrease in new cases in South Korea and constant for two days in It,BREAKING Coronavirus update have some positive with decrease in new case in South Korea and constant for two day in It
80,1089,"RT @l_stone: #BREAKING: Dr. David Williams, Ontario chief medical officer of health, confirms third case of #coronavirus in Ontario - woman…","#BREAKING: Dr. David Williams, Ontario chief medical officer of health, confirms third case of #coronavirus in Ontario - woman",BREAKING David Williams Ontario chief medical officer of health confirms third case of coronavirus in Ontario woman
81,892,"RT @arethejaysin1st: BREAKING: Due to #CoronaVirus #COVIDー19, the #Rays will play in front of the same number of fans at Tropicana Stadium…","BREAKING: Due to #CoronaVirus #COVIDー19, the #Rays will play in front of the same number of fans at Tropicana Stadium",BREAKING Due to CoronaVirus COVIDー19 the Rays will play in front of the same number of fan at Tropicana Stadium
82,199,"RT @PaulLidicul: BREAKING: Economic Council Director Larry Kudlow appears on CNBC, assuring the public that the Coronavirus has been ""conta…","BREAKING: Economic Council Director Larry Kudlow appears on CNBC, assuring the public that the Coronavirus has been ""conta",BREAKING Economic Council Director Larry Kudlow appear on CNBC assure the public that the Coronavirus have be conta
83,711,"RT @globalnews: #BREAKING: Four new cases of the novel coronavirus have been confirmed in Ontario, bringing the number of Canadian diagnose…","#BREAKING: Four new cases of the novel coronavirus have been confirmed in Ontario, bringing the number of Canadian diagnose",BREAKING Four new case of the novel coronavirus have be confirm in Ontario bring the number of Canadian diagnose
84,1125,RT @dwnews: BREAKING: German airline Lufthansa has cancelled all flights to and from China due to the #coronavirus.  More to follow at http…,BREAKING: German airline Lufthansa has cancelled all flights to and from China due to the #coronavirus.  More to follow at http,BREAKING German airline Lufthansa have cancel all flight to and from China due to the coronavirus More to follow at http
85,874,"RT @NorbertElekes: BREAKING: Google recommends all of its 100,000+ North American employees to work from home due to coronavirus.","BREAKING: Google recommends all of its 100,000+ North American employees to work from home due to coronavirus",BREAKING Google recommends all of it North American employee to work from home due to coronavirus
86,534,RT @DanMannarino: #BREAKING: Gov. Cuomo declares a state of emergency as he announced the number of novel coronavirus cases in the state ri…,#BREAKING: Gov. Cuomo declares a state of emergency as he announced the number of novel coronavirus cases in the state ri,BREAKING Gov Cuomo declares state of emergency a he announce the number of novel coronavirus case in the state ri
87,229,RT @JackPosobiec: BREAKING: Sen. Hawley to introduce Coronavirus bill aimed at securing medical supply chain https://t.co/LkUohLdCyb,BREAKING: Sen. Hawley to introduce Coronavirus bill aimed at securing medical supply chain ,BREAKING Hawley to introduce Coronavirus bill aim at secure medical supply chain
88,304,RT @FoxNewsSunday: BREAKING: Health and Human Services Secretary Alex Azar tells @FoxNewsSunday Chris Wallace there is a new coronavirus ca…,BREAKING: Health and Human Services Secretary Alex Azar tells @FoxNewsSunday Chris Wallace there is a new coronavirus ca,BREAKING Health and Human Services Secretary Alex Azar tell FoxNewsSunday Chris Wallace there be new coronavirus ca
89,1323,"RT @TorontoStar: #BREAKING: Health officials have confirmed a third case of coronavirus in London, Ontario — a woman in her 20s who returne…","#BREAKING: Health officials have confirmed a third case of coronavirus in London, Ontario — a woman in her 20s who returne",BREAKING Health official have confirm third case of coronavirus in London Ontario woman in her 20 who returne
90,627,RT @CityNews: #BREAKING: Health officials in northern Ontario have confirmed the first case of the novel coronavirus in the Sudbury area. h…,#BREAKING: Health officials in northern Ontario have confirmed the first case of the novel coronavirus in the Sudbury area. h,BREAKING Health official in northern Ontario have confirm the first case of the novel coronavirus in the Sudbury area
91,1115,RT @Breaking911: BREAKING IN NYC: First suspected case of #CoronaVirus in #NYC at Elmhurst Hospital in #Queens. An Asian man has been quara…,BREAKING IN NYC: First suspected case of #CoronaVirus in #NYC at Elmhurst Hospital in #Queens. An Asian man has been quara,BREAKING IN NYC First suspect case of CoronaVirus in NYC at Elmhurst Hospital in Queens An Asian man have be quara
92,360,RT @NatashaFatah: #BREAKING IRAN: Newly-Elected Female Politician Fatemeh Rahbar Dies of Coronavirus in Iran  https://t.co/D5HXkZUblX,#BREAKING IRAN: Newly-Elected Female Politician Fatemeh Rahbar Dies of Coronavirus in Iran  ,BREAKING IRAN Female Politician Fatemeh Rahbar Dies of Coronavirus in Iran
93,1074,"RT @BNONews: BREAKING: Japan reports 1st case of infection with new type of coronavirus, making it the 2nd case outside of China - Kyodo","BREAKING: Japan reports 1st case of infection with new type of coronavirus, making it the 2nd case outside of China - Kyodo",BREAKING Japan report 1st case of infection with new type of coronavirus make it the 2nd case outside of China Kyodo
94,863,"RT @BNODesk: BREAKING: Massachusetts reports 51 new cases of coronavirus, governor declares state of emergency https://t.co/eUoE2b20hL","BREAKING: Massachusetts reports 51 new cases of coronavirus, governor declares state of emergency ",BREAKING Massachusetts report 51 new case of coronavirus governor declares state of emergency
95,868,"RT @hockeynight: BREAKING | NBA suspends season after player tests positive for coronavirus

The NHL is expected to make a statement later…","BREAKING | NBA suspends season after player tests positive for coronavirus

The NHL is expected to make a statement later",BREAKING NBA suspends season after player test positive for coronavirus The NHL be expect to make statement later
96,988,RT @deepend100: BREAKING NEWS: A WH whistleblower has revealed the reason for the lack of Coronavirus testing kits in the US: the Trump fam…,BREAKING NEWS: A WH whistleblower has revealed the reason for the lack of Coronavirus testing kits in the US: the Trump fam,BREAKING NEWS WH whistleblower have reveal the reason for the lack of Coronavirus test kit in the US the Trump fam
97,1112,"RT @BNODesk: BREAKING: New coronavirus is now likely to become a pandemic, infectious disease experts say, adding that the mortality rate i…","BREAKING: New coronavirus is now likely to become a pandemic, infectious disease experts say, adding that the mortality rate i",BREAKING New coronavirus be now likely to become pandemic infectious disease expert say add that the mortality rate
