,index,tweet,tweet_text,clean_tweet
1059,873,RT @kumailn: Trying to fight the coronavirus by limiting travel between Europe and the US is like trying to clean a coffee spill by washing…,Trying to fight the coronavirus by limiting travel between Europe and the US is like trying to clean a coffee spill by washing,Trying to fight the coronavirus by limit travel between Europe and the US be like try to clean coffee spill by wash
1060,1253,RT @montrealborn: Tucker Carlson just spoke about the coronavirus and  mentioned that Canada refused to shut down flights from China during…,Tucker Carlson just spoke about the coronavirus and  mentioned that Canada refused to shut down flights from China during,Tucker Carlson just spoke about the coronavirus and mention that Canada refuse to shut down flight from China during
1061,507,RT @KarluskaP: Tucker Carlson on the coronavirus pandemic: 'It will reorder the global economy and change our politics'- who sold us to Chi…,Tucker Carlson on the coronavirus pandemic: 'It will reorder the global economy and change our politics'- who sold us to Chi,Tucker Carlson on the coronavirus pandemic will reorder the global economy and change our who sell u to Chi
1062,693,RT @PhMai: Twitter encourages their employees to work from home in a bid to slow down the spread of the #Coronavirus https://t.co/rLlja3hiL9,Twitter encourages their employees to work from home in a bid to slow down the spread of the #Coronavirus ,Twitter encourages their employee to work from home in bid to slow down the spread of the Coronavirus
1063,706,"RT @sarahkliff: Two Americans were held in mandatory hospital isolation for suspected Coronavirus.

They now face $2,700 in outstanding med…","Two Americans were held in mandatory hospital isolation for suspected Coronavirus.

They now face $2,700 in outstanding med",Two Americans be held in mandatory hospital isolation for suspect Coronavirus They now face in outstanding med
1064,528,"RT @realTuckFrumper: Two Attendees at Major Republican Conference Just Tested Positive for Coronavirus, Pence and Pompeo Attended https://t…","Two Attendees at Major Republican Conference Just Tested Positive for Coronavirus, Pence and Pompeo Attended ",Two Attendees at Major Republican Conference Just Tested Positive for Coronavirus Pence and Pompeo Attended
1065,46,RT @CTVNews: Two Canadian passengers on a quarantined cruise ship have tested positive for the new coronavirus https://t.co/q2Ns7DaHCl,Two Canadian passengers on a quarantined cruise ship have tested positive for the new coronavirus ,Two Canadian passenger on quarantine cruise ship have test positive for the new coronavirus
1066,898,"RT @andrewbensonf1: Two further Haas team members were tested for coronavirus as a precaution this morning, in addition to the two from yes…","Two further Haas team members were tested for coronavirus as a precaution this morning, in addition to the two from yes",Two far Haas team member be test for coronavirus a precaution this morning in addition to the two from yes
1067,1243,RT @CdnPressNews: Two government sources say Ontario is set to announce a new confirmed case of the novel coronavirus https://t.co/ny66ifjc…,Two government sources say Ontario is set to announce a new confirmed case of the novel coronavirus ,Two government source say Ontario be set to announce new confirm case of the novel coronavirus
1068,935,"Two new Coronavirus sites worth bookmarking:
Toronto info: https://t.co/VW1DvYVYOF 
Ontario info: https://t.co/Hdj1qlsLmt","Two new Coronavirus sites worth bookmarking:
Toronto info 
Ontario info",Two new Coronavirus site worth bookmarking Toronto info Ontario info
1069,129,"RT @rachel_cheung1: Two newborn babies are diagnosed with coronavirus in Wuhan, suspected to be passed from infected mother. Experts now wa…","Two newborn babies are diagnosed with coronavirus in Wuhan, suspected to be passed from infected mother. Experts now wa",Two newborn baby be diagnose with coronavirus in Wuhan suspect to be pass from infect mother Experts now wa
1070,1169,"RT @siruihua: Two things can be true at the same time: 
1. #coronavirus outbreak is a public health emergency that should be taken seriousl…","Two things can be true at the same time: 
1. #coronavirus outbreak is a public health emergency that should be taken seriousl",Two thing can be true at the same time coronavirus outbreak be public health emergency that should be take seriousl
1071,106,"RT @UN: .@UNICEF is supporting response to #coronavirus by shipping six metric tons of medical supplies to China, including respiratory mas…",".@UNICEF is supporting response to #coronavirus by shipping six metric tons of medical supplies to China, including respiratory mas",UNICEF be support response to coronavirus by shipping six metric ton of medical supply to China include respiratory ma
1072,1128,"RT @bylenasun: UPDATE: Coronavirus: As new cases surge, health experts inside and outside USG say they believe the Chinese government is si…","UPDATE: Coronavirus: As new cases surge, health experts inside and outside USG say they believe the Chinese government is si",UPDATE Coronavirus As new case surge health expert inside and outside USG say they believe the Chinese government be si
1073,772,"RT @BrowneLawOffice: UPDATE North America #coronavirus confirmed cases:

#Canada 11
#UnitedStates #US #USA 59
#Mexico 2","UPDATE North America #coronavirus confirmed cases:

#Canada 11
#UnitedStates #US #USA 59
#Mexico 2",UPDATE North America coronavirus confirm case Canada 11 UnitedStates US USA 59 Mexico
1074,1283,"RT @CP24: UPDATE: Province currently isolating and awaiting test results for 19 people for possible coronavirus infection, alongside two co…","UPDATE: Province currently isolating and awaiting test results for 19 people for possible coronavirus infection, alongside two co",UPDATE Province currently isolate and await test result for 19 people for possible coronavirus infection alongside two co
1075,1300,"RT @wxyzdetroit: UPDATE: The ill passenger taken to the hospital from Detroit Metro Airport does not have coronavirus, MDHHS says.

https:/…","UPDATE: The ill passenger taken to the hospital from Detroit Metro Airport does not have coronavirus, MDHHS says.

https",UPDATE The ill passenger take to the hospital from Detroit Metro Airport do not have coronavirus MDHHS say http
1076,1075,UPDATE: Toronto patient who contracted the coronavirus showed mild symptoms of the disease on his flight to Pearson Airport. https://t.co/jItkHWVrZb,UPDATE: Toronto patient who contracted the coronavirus showed mild symptoms of the disease on his flight to Pearson Airport. ,UPDATE Toronto patient who contract the coronavirus show mild symptom of the disease on his flight to Pearson Airport
1077,1130,RT @OttawaReporter: UPDATED: Canada negotiates details of airlift as WHO declares global health emergency over coronavirus | CBC News https…,UPDATED: Canada negotiates details of airlift as WHO declares global health emergency over coronavirus | CBC News https,UPDATED Canada negotiates detail of airlift a WHO declares global health emergency over coronavirus CBC News http
1078,652,"RT @thehill: US Marine contracts coronavirus in Virginia, the first case in the state https://t.co/6yzumggtGW https://t.co/9uRw6yFlk3","US Marine contracts coronavirus in Virginia, the first case in the state  ",US Marine contract coronavirus in Virginia the first case in the state
1079,539,RT @Independent: US priest who shook hands with more than 500 worshippers has coronavirus https://t.co/Sr3G4VVjTk,US priest who shook hands with more than 500 worshippers has coronavirus ,US priest who shook hand with more than 500 worshipper have coronavirus
1080,739,"#USA #FederalReserve cuts #InterestRates to soothe #CoronaVirus #Economy worries.

Read more:  https://t.co/1YvOR81QPl https://t.co/1Qf3abAUet","#USA #FederalReserve cuts #InterestRates to soothe #CoronaVirus #Economy worries.

Read more:   ",USA FederalReserve cut InterestRates to soothe CoronaVirus Economy worry Read more
1081,773,RT @speculawyer: Ugh. This MFer KNEW about the new coronavirus community spread case but then went out and lied to the country about there…,Ugh. This MFer KNEW about the new coronavirus community spread case but then went out and lied to the country about there,Ugh This MFer KNEW about the new coronavirus community spread case but then go out and lie to the country about there
1082,1319,RT @TheLeadCNN: United Airlines suspends some flights between U.S. and China as coronavirus spreads @David_Culver reports https://t.co/LyfY…,United Airlines suspends some flights between U.S. and China as coronavirus spreads @David_Culver reports ,United Airlines suspends some flight between and China a coronavirus spread report
1083,352,"RT @CNBC: United is reducing its service to Japan, Singapore and South Korea because of the drop in demand due to the coronavirus. https://…","United is reducing its service to Japan, Singapore and South Korea because of the drop in demand due to the coronavirus. ",United be reduce it service to Japan Singapore and South Korea because of the drop in demand due to the coronavirus
1084,148,RT @nypost: Untraceable coronavirus cells emerge in three countries amid pandemic https://t.co/KPFxeDfhu2 https://t.co/YXbjffkY7q,Untraceable coronavirus cells emerge in three countries amid pandemic  ,Untraceable coronavirus cell emerge in three country amid pandemic
1085,675,"RT @UofGuelphNews: .@UofG epidemiologist Prof. Amy Greer spoke to @TorontoStar about expanded coronavirus testing.

https://t.co/32o6MMZ87z",".@UofG epidemiologist Prof. Amy Greer spoke to @TorontoStar about expanded coronavirus testing.

",UofG epidemiologist Amy Greer spoke to TorontoStar about expand coronavirus test
1086,1068,RT @globaltimesnews: #Update: 571 people have been confirmed infected with the new coronavirus in China; among which 95 in critical conditi…,#Update: 571 people have been confirmed infected with the new coronavirus in China; among which 95 in critical conditi,Update 571 people have be confirm infect with the new coronavirus in China among which 95 in critical conditi
1087,84,RT @TorontoStar: #Update: Princess Cruises says a Canadian is among another 66 confirmed cases of #coronavirus aboard the Diamond Princess…,#Update: Princess Cruises says a Canadian is among another 66 confirmed cases of #coronavirus aboard the Diamond Princess,Update Princess Cruises say Canadian be among another 66 confirm case of coronavirus aboard the Diamond Princess
1088,22,"RT @JoshMatlow: Update: The City's Novel Coronavirus web page and the Toronto Public Health Twitter account, @TOPublicHealth, are updated r…","Update: The City's Novel Coronavirus web page and the Toronto Public Health Twitter account, @TOPublicHealth, are updated r",Update The City is Novel Coronavirus web page and the Toronto Public Health Twitter account TOPublicHealth be update
1089,348,RT @BasedPoland: Update on the #Coronavirus outbreak in #Sweden. The nr of confirmed infections y-day rose by 5 to a total of 7. The diseas…,Update on the #Coronavirus outbreak in #Sweden. The nr of confirmed infections y-day rose by 5 to a total of 7. The diseas,Update on the Coronavirus outbreak in Sweden The nr of confirm infection rise by to total of The diseas
1090,971,"RT @globalnews: Utah Jazz player Rudy Gobert mocked the risks of spreading the novel coronavirus at a news conference, and was diagnosed wi…","Utah Jazz player Rudy Gobert mocked the risks of spreading the novel coronavirus at a news conference, and was diagnosed wi",Utah Jazz player Rudy Gobert mocked the risk of spread the novel coronavirus at news conference and be diagnose wi
1091,432,"RT @WhiteHouse: Vice President Pence just gave a briefing on the coronavirus, including updates on cases in the United States. https://t.co…","Vice President Pence just gave a briefing on the coronavirus, including updates on cases in the United States. ",Vice President Pence just give briefing on the coronavirus include update on case in the United States
1092,853,"RT @WhiteHouse: Vice President @Mike_Pence, head of the White House Coronavirus Task Force, announced yesterday that private health insurer…","Vice President @Mike_Pence, head of the White House Coronavirus Task Force, announced yesterday that private health insurer",Vice President head of the White House Coronavirus Task Force announce yesterday that private health insurer
1093,1013,"RT @OddsUSA: Vince McMahon with WrestleMania 36 and @xfl2020 as every other sports league cancels their schedule due to coronavirus: 

http…","Vince McMahon with WrestleMania 36 and @xfl2020 as every other sports league cancels their schedule due to coronavirus: 

http",Vince McMahon with WrestleMania 36 and xfl2020 a every other sport league cancel their schedule due to coronavirus http
1094,559,RT @SkyNews: Virgin Atlantic has called for the rules governing landing slots at airports to be relaxed until the coronavirus outbreak is o…,Virgin Atlantic has called for the rules governing landing slots at airports to be relaxed until the coronavirus outbreak is o,Virgin Atlantic have call for the rule govern land slot at airport to be relaxed until the coronavirus outbreak be
1095,1304,RT @ONThealth: Visit our webpage for the latest and most up-to-date information on the 2019 novel #coronavirus (#2019nCoV) in Ontario. We w…,Visit our webpage for the latest and most up-to-date information on the 2019 novel #coronavirus (#2019nCoV) in Ontario. We w,Visit our webpage for the late and most information on the 2019 novel coronavirus 2019nCoV in Ontario We
1096,658,RT @meganshawCTV: WATCH LIVE - Ottawa's Medical Officer of Health speaks on first case of coronavirus confirmed in Ottawa at 3p.m. https://…,WATCH LIVE - Ottawa's Medical Officer of Health speaks on first case of coronavirus confirmed in Ottawa at 3p.m. ,WATCH LIVE Ottawa is Medical Officer of Health speaks on first case of coronavirus confirm in Ottawa at
1097,1331,"RT @CTVToronto: WATCH LIVE: Toronto city councillors address stigmatization against Chinese-Canadians amid coronavirus outbreak 
https://t.…","WATCH LIVE: Toronto city councillors address stigmatization against Chinese-Canadians amid coronavirus outbreak 
",WATCH LIVE Toronto city councillor address stigmatization against amid coronavirus outbreak
1098,6,RT @BNONews: WATCH: Video shows the situation at a hospital at the epicenter of the coronavirus outbreak; it has now been removed from Chin…,WATCH: Video shows the situation at a hospital at the epicenter of the coronavirus outbreak; it has now been removed from Chin,WATCH Video show the situation at hospital at the epicenter of the coronavirus outbreak it have now be remove from Chin
1099,667,"RT @CTVBarrieNews: WEEK IN REVIEW; A local woman who visited a Newmarket seniors' centre was later identified as having the coronavirus.
ht…","WEEK IN REVIEW; A local woman who visited a Newmarket seniors' centre was later identified as having the coronavirus.
ht",WEEK IN REVIEW local woman who visit Newmarket senior centre be later identify a have the coronavirus ht
1100,422,RT @Acosta: WH is allowing only still photos of this Coronavirus briefing.  No audio or video permitted. Here is a photo of the VP as the b…,WH is allowing only still photos of this Coronavirus briefing.  No audio or video permitted. Here is a photo of the VP as the b,WH be allow only still photo of this Coronavirus briefing No audio or video permit Here be photo of the VP a the
1101,985,RT @DeItaOne: WHITE HOUSE ADVISERS TO PRESENT TRUMP LATER ON MONDAY WITH LIST OF POLICY OPTIONS TO HELP ECONOMY IN WAKE OF CORONAVIRUS -WAS…,WHITE HOUSE ADVISERS TO PRESENT TRUMP LATER ON MONDAY WITH LIST OF POLICY OPTIONS TO HELP ECONOMY IN WAKE OF CORONAVIRUS -WAS,WHITE HOUSE ADVISERS TO PRESENT TRUMP LATER ON MONDAY WITH LIST OF POLICY OPTIONS TO HELP ECONOMY IN WAKE OF CORONAVIRUS
1102,894,RT @howroute: WHO Chief: “The threat of ‘coronavirus’ pandemic has become very real” and then proceeded without declaring an actual pandemi…,WHO Chief: “The threat of ‘coronavirus’ pandemic has become very real” and then proceeded without declaring an actual pandemi,WHO Chief The threat of coronavirus pandemic have become very real and then proceed without declare an actual pandemi
1103,121,@CIHR_IRSC @SSHRC_CRSH @NSERC_CRSNG @WHO @IDRC_CRDI @GloPID_R @NSERC_CRSNG  The funding agencies are working together to provide funding for research on the coronavirus outbreak.,@CIHR_IRSC @SSHRC_CRSH @NSERC_CRSNG @WHO @IDRC_CRDI @GloPID_R @NSERC_CRSNG  The funding agencies are working together to provide funding for research on the coronavirus outbreak,WHO The funding agency be work together to provide funding for research on the coronavirus outbreak
1104,1141,#WHO “I am declaring a public health #emergency of international concern over the global outbreak of novel #coronavirus.” https://t.co/RJInFiFbRO,#WHO “I am declaring a public health #emergency of international concern over the global outbreak of novel #coronavirus.” ,WHO be declare public health emergency of international concern over the global outbreak of novel coronavirus
1105,871,"RT @DrTedros: .@WHO is deeply concerned by the alarming levels of the #coronavirus spread, severity &amp; inaction, &amp; expects to see the number…",".@WHO is deeply concerned by the alarming levels of the #coronavirus spread, severity &amp; inaction, &amp; expects to see the number",WHO be deeply concerned by the alarm level of the coronavirus spread severity amp inaction amp expect to see the number
1106,1016,"RT @WHOUganda: ""WHO is deeply concerned by the alarming levels of the #coronavirus spread, severity &amp; inaction, &amp; expects to see the number…","""WHO is deeply concerned by the alarming levels of the #coronavirus spread, severity &amp; inaction, &amp; expects to see the number",WHO be deeply concerned by the alarm level of the coronavirus spread severity amp inaction amp expect to see the number
1107,996,"RT @RichardEngel: WHO calls coronavirus a pandemic. They’d been hinting at it for days, saying it was looking like a pandemic, but now went…","WHO calls coronavirus a pandemic. They’d been hinting at it for days, saying it was looking like a pandemic, but now went",WHO call coronavirus pandemic They be hint at it for day say it be look like pandemic but now go
1108,103,RT @CP24: WHO declares global emergency over novel coronavirus outbreak https://t.co/BaRZfjor07 https://t.co/nGi3sn0Jwu,WHO declares global emergency over novel coronavirus outbreak  ,WHO declares global emergency over novel coronavirus outbreak
1109,1163,"RT @WHO: WHO’s risk assessment of the new #coronavirus (2019-nCoV) situation has not changed:
very high in #China
high at the regional…","WHO’s risk assessment of the new #coronavirus (2019-nCoV) situation has not changed:
very high in #China
high at the regional",WHO risk assessment of the new coronavirus situation have not change high in at the regional
1110,646,RT @thomaskaine5: WOW...Ted Cruz interacted with coronavirus-infected CPAC attendee — and won’t return to Washington. https://t.co/syKFPOMN…,WOW...Ted Cruz interacted with coronavirus-infected CPAC attendee — and won’t return to Washington. ,WOW Ted Cruz interact with CPAC attendee and won return to Washington
1111,817,"RT @putinsgay: WTFF??廊勞Read This: ""A U.S. Embassy Refused to Test Exposed Staff for Coronavirus"" https://t.co/t6wQDnBjSO","WTFF??廊勞Read This: ""A U.S. Embassy Refused to Test Exposed Staff for Coronavirus"" ",WTFF This Embassy Refused to Test Exposed Staff for Coronavirus
1112,276,RT @Litmus_taster: Warren Accuses Trump of 'Bungling Every Aspect of This Crisis' as WHO Elevates Coronavirus Threat to Highest Level - htt…,Warren Accuses Trump of 'Bungling Every Aspect of This Crisis' as WHO Elevates Coronavirus Threat to Highest Level - htt,Warren Accuses Trump of Every Aspect of This Crisis a WHO Elevates Coronavirus Threat to Highest Level htt
1113,212,"RT @Reuters: Warren Buffett said that negative headlines, including on the coronavirus outbreak, do not dampen his view that stocks are a g…","Warren Buffett said that negative headlines, including on the coronavirus outbreak, do not dampen his view that stocks are a g",Warren Buffett say that negative headline include on the coronavirus outbreak do not dampen his view that stock be
1114,848,Warriors planning to play home games without fans for foreseeable future amid the coronavirus outbreak - Woj  https://t.co/zqcxbycxfo,Warriors planning to play home games without fans for foreseeable future amid the coronavirus outbreak - Woj  ,Warriors planning to play home game without fan for foreseeable future amid the coronavirus outbreak Woj
1115,777,"RT @NHSEnglandLDN: Washing your hands is the best way to protect yourself and others from the spread of germs, including coronavirus.

You…","Washing your hands is the best way to protect yourself and others from the spread of germs, including coronavirus.

You",Washing your hand be the best way to protect yourself and others from the spread of germ include coronavirus You
1116,925,"RT @NewAmerica:  Watch the replay of our conversation with @CIDRAP Director, Michael T. Osterholm PhD, MPH, addressing #Coronavirus (Covid…"," Watch the replay of our conversation with @CIDRAP Director, Michael T. Osterholm PhD, MPH, addressing #Coronavirus (Covid",Watch the replay of our conversation with CIDRAP Director Michael Osterholm PhD MPH address Coronavirus Covid
1117,921,"RT @cgoomansingh: Watching developments on the New Coronavirus around Europe. A contact in Brescia, #Italy says people starting to raise fu…","Watching developments on the New Coronavirus around Europe. A contact in Brescia, #Italy says people starting to raise fu",Watching development on the New Coronavirus around Europe contact in Brescia Italy say people start to raise fu
1118,441,"RT @ajplus: ""We are in uncharted territory,"" says the WHO of the coronavirus, as cases drop in China but rise elsewhere.

▪️ At least 90K i…","""We are in uncharted territory,"" says the WHO of the coronavirus, as cases drop in China but rise elsewhere.

▪️ At least 90K i",We be in uncharted territory say the WHO of the coronavirus a case drop in China but rise elsewhere At least 90K
1119,821,“We are likely to see a greater pace of new infections in canada”: the medical specialist on infectious diseases such as #coronavirus https://t.co/qfLZJ5nrHr,“We are likely to see a greater pace of new infections in canada”: the medical specialist on infectious diseases such as #coronavirus ,We be likely to see great pace of new infection in canada the medical specialist on infectious disease such a coronavirus
1120,754,"""We are preparing for the likelihood of additional cases"" - @WeidnerRecord has the story on Waterloo Region's first case of #coronavirus: https://t.co/0LwAAdTDtD","""We are preparing for the likelihood of additional cases"" - @WeidnerRecord has the story on Waterloo Region's first case of #coronavirus",We be prepare for the likelihood of additional case WeidnerRecord have the story on Waterloo Region is first case of coronavirus
1121,1052,"We are proud of our world class researchers here in Canada. Last week, we dedicated $27 million in support to the Canadians working diligently to find solutions on COVID19.  

https://t.co/RZwWlOhufr","We are proud of our world class researchers here in Canada. Last week, we dedicated $27 million in support to the Canadians working diligently to find solutions on COVID19.  

",We be proud of our world class researcher here in Canada Last week we dedicate 27 million in support to the Canadians work diligently to find solution on COVID19
1122,1219,RT @TOPublicHealth: We are receiving many questions about the novel coronavirus #2019nCoV &amp; are grateful that people are asking us to get i…,We are receiving many questions about the novel coronavirus #2019nCoV &amp; are grateful that people are asking us to get i,We be receive many question about the novel coronavirus 2019nCoV amp be grateful that people be ask u to get
1123,481,"RT @ROWPublicHealth: We have received confirmation of a case of novel coronavirus in the Waterloo Region. A female in her 50s, acquired COV…","We have received confirmation of a case of novel coronavirus in the Waterloo Region. A female in her 50s, acquired COV",We have receive confirmation of case of novel coronavirus in the Waterloo Region female in her 50 acquire COV
1124,94,RT @TBDHealthUnit: We've updated our #Coronavirus webpage with important info that matters to you. Check it out: https://t.co/5RzTUyLkoV,We've updated our #Coronavirus webpage with important info that matters to you. Check it out,We have update our Coronavirus webpage with important info that matter to you Check it out
1125,808,We now know who not to vote for . Also this will be insensitive to say now especially with the Coronavirus happening worldwide. https://t.co/TnsEhWrXTr,We now know who not to vote for . Also this will be insensitive to say now especially with the Coronavirus happening worldwide. ,We now know who not to vote for Also this will be insensitive to say now especially with the Coronavirus happen worldwide
1126,124,"RT @gatesfoundation: We’re committing up to $100 million for the global response to the 2019 novel coronavirus outbreak. 

Full details: ht…","We’re committing up to $100 million for the global response to the 2019 novel coronavirus outbreak. 

Full details: ht",We re commit up to 100 million for the global response to the 2019 novel coronavirus outbreak Full detail ht
1127,83,RT @PattyHajdu: We’re moving quickly on research funding to learn more about this new #coronavirus. @CIHR_IRSC is getting ready to launch a…,We’re moving quickly on research funding to learn more about this new #coronavirus. @CIHR_IRSC is getting ready to launch a,We re move quickly on research funding to learn more about this new coronavirus be get ready to launch
1128,1135,RT @jillpromoli: We received an email from @PeelSchools today about #coronavirus. This would have been a great opportunity to remind parent…,We received an email from @PeelSchools today about #coronavirus. This would have been a great opportunity to remind parent,We receive an email from PeelSchools today about coronavirus This would have be great opportunity to remind parent
1129,240,RT @StayWonked: We should transfer money from @realDonaldTrump’s racist border wall to completely fund emergency Coronavirus preparations.…,We should transfer money from @realDonaldTrump’s racist border wall to completely fund emergency Coronavirus preparations,We should transfer money from realDonaldTrump racist border wall to completely fund emergency Coronavirus preparation
1130,1265,"What? So what? Now what? How #dataviz can help stop the spread of coronavirus, by @evergreendata @FastCompany https://t.co/WD8SlMjkvC","What? So what? Now what? How #dataviz can help stop the spread of coronavirus, by @evergreendata @FastCompany ",What So what Now what How dataviz can help stop the spread of coronavirus by evergreendata FastCompany
1131,96,"RT @TrendifyLive: What is Trending at @TrendifyLive: #Ottawa #Canada

17) #CoronavirusOutbreak #coronavirus STAY SAFE! 

ALL YOU NEED TO KN…","What is Trending at @TrendifyLive: #Ottawa #Canada

17) #CoronavirusOutbreak #coronavirus STAY SAFE! 

ALL YOU NEED TO KN",What be Trending at TrendifyLive Ottawa Canada 17 CoronavirusOutbreak coronavirus STAY SAFE ALL YOU NEED TO KN
1132,1061,"What are the chances 'empty stadium' means the talking heads in the booth as well? It would be awesome just to watch the game and hear the players without the inanity.
#COVID19 #SJSharks #LeafsForever https://t.co/XoEBtYke95","What are the chances 'empty stadium' means the talking heads in the booth as well? It would be awesome just to watch the game and hear the players without the inanity.
#COVID19 #SJSharks #LeafsForever ",What be the chance stadium mean the talk head in the booth a well It would be awesome just to watch the game and hear the player without the inanity COVID19 SJSharks LeafsForever
1133,981,RT @ddale8: What are the false/misleading/dubious claims you've heard from Trump or the administration about the coronavirus or related mat…,What are the false/misleading/dubious claims you've heard from Trump or the administration about the coronavirus or related mat,What be the claim you have heard from Trump or the administration about the coronavirus or related mat
1134,98,RT @UCalgary: What is the #coronavirus? Researchers from @UCalgaryMed help explain it and tell us how the world is coming together to contr…,What is the #coronavirus? Researchers from @UCalgaryMed help explain it and tell us how the world is coming together to contr,What be the coronavirus Researchers from UCalgaryMed help explain it and tell u how the world be come together to contr
1135,390,RT @TIME: What history’s economy-disrupting outbreaks can teach us about coronavirus panic https://t.co/64O8JdYPZ7,What history’s economy-disrupting outbreaks can teach us about coronavirus panic ,What history outbreak can teach u about coronavirus panic
1136,1178,"What the fuck is 2020 man???

Iran issues
This goddamn coronavirus
And now Kobe is dead

I can't. It's only 26 days into the year.","What the fuck is 2020 man???

Iran issues
This goddamn coronavirus
And now Kobe is dead

I can't. It's only 26 days into the year",What the fuck be 2020 man Iran issue This goddamn coronavirus And now Kobe be dead ca not It is only 26 day into the year
1137,1326,"RT @Blorange_Tiger: #WhatTheHellIsTheWorldComingTo when World War 3 almost happened, 131 people have died from Coronavirus and its spreadin…","#WhatTheHellIsTheWorldComingTo when World War 3 almost happened, 131 people have died from Coronavirus and its spreadin",WhatTheHellIsTheWorldComingTo when World War almost happen 131 people have die from Coronavirus and it spreadin
1138,414,"RT @TheDemCoalition: ""When events like coronavirus happen Americans need to be able to trust the president is telling the truth. I don’t.""…","""When events like coronavirus happen Americans need to be able to trust the president is telling the truth. I don’t",When event like coronavirus happen Americans need to be able to trust the president be tell the truth don
1139,253,"RT @Natalia01Mateo: When I hear health officials are ""surprised"" at new coronavirus cases I feel they shouldn't be health officials.","When I hear health officials are ""surprised"" at new coronavirus cases I feel they shouldn't be health officials",When hear health official be surprised at new coronavirus case feel they should not be health official
1140,852,"RT @TODAYshow: When it comes to the coronavirus, there’s a lot of bad information out there. So @DrJohnTorres is here to help us set things…","When it comes to the coronavirus, there’s a lot of bad information out there. So @DrJohnTorres is here to help us set things",When it come to the coronavirus there lot of bad information out there So DrJohnTorres be here to help u set thing
1141,373,"RT @HeshmatAlavi: When the Iranian people are burying their coronavirus victims in such conditions, rest assured all foreign aid is being e…","When the Iranian people are burying their coronavirus victims in such conditions, rest assured all foreign aid is being e",When the Iranian people be bury their coronavirus victim in such condition rest assure all foreign aid be be
1142,509,"RT @JulianCastro: While Americans cancel vacations, skip eating out, and take other precautions to avoid the coronavirus, thousands of tipp…","While Americans cancel vacations, skip eating out, and take other precautions to avoid the coronavirus, thousands of tipp",While Americans cancel vacation skip eat out and take other precaution to avoid the coronavirus thousand of tipp
1143,975,"RT @IvankaTrump: While Americans must be vigilant, careful, and calm in response to Coronavirus, heeding all guidance and best practices, p…","While Americans must be vigilant, careful, and calm in response to Coronavirus, heeding all guidance and best practices, p",While Americans must be vigilant careful and calm in response to Coronavirus heed all guidance and best practice
1144,979,"RT @keribla: While I was at death row today I asked the men their thoughts on coronavirus. They're not worried for themselves, they said -…","While I was at death row today I asked the men their thoughts on coronavirus. They're not worried for themselves, they said",While be at death row today ask the men their thought on coronavirus They be not worried for themselves they say
1145,131,"RT @CentennialEDU: While local officials deem the coronavirus situation as low risk, Centennial College continues to promote healthy habits…","While local officials deem the coronavirus situation as low risk, Centennial College continues to promote healthy habits",While local official deem the coronavirus situation a low risk Centennial College continue to promote healthy habit
1146,1337,"RT @YorkUnews: While panic over #coronavirus is ‘very human,’ global health and law expert Professor Steven Hoffman @YorkUHealth says, ""it’…","While panic over #coronavirus is ‘very human,’ global health and law expert Professor Steven Hoffman @YorkUHealth says, ""it",While panic over coronavirus be very human global health and law expert Professor Steven Hoffman YorkUHealth say it
1147,461,"RT @eli_tannis: While schools around the world are being closed due to the spread of Coronavirus, Ontario schools are closed due to Unionvi…","While schools around the world are being closed due to the spread of Coronavirus, Ontario schools are closed due to Unionvi",While school around the world be be close due to the spread of Coronavirus Ontario school be close due to Unionvi
1148,1191,"RT @680NEWS: While the World Health Organization is holding off labelling the coronavirus a global emergency, a travel ban has been announc…","While the World Health Organization is holding off labelling the coronavirus a global emergency, a travel ban has been announc",While the World Health Organization be hold off label the coronavirus global emergency travel ban have be announc
1149,1082,"RT @UWaterloo: While the coronavirus (2019-nCoV) risk to Ontarians remains low, #UWaterloo has a pandemic plan as a part of an emergency re…","While the coronavirus (2019-nCoV) risk to Ontarians remains low, #UWaterloo has a pandemic plan as a part of an emergency re",While the coronavirus risk to Ontarians remains low UWaterloo have pandemic plan a part of an emergency re
1150,610,"RT @JDRF_Canada: While the risk of contracting #Coronavirus in Canada remains low, it can post as a serious risk for people with T1D. Pleas…","While the risk of contracting #Coronavirus in Canada remains low, it can post as a serious risk for people with T1D. Pleas",While the risk of contract Coronavirus in Canada remains low it can post a serious risk for people with T1D Pleas
1151,1209,"RT @NorthBayNip: ""While the risk of this new coronavirus remains low for our region, we are starting to implement our infectious diseases e…","""While the risk of this new coronavirus remains low for our region, we are starting to implement our infectious diseases e",While the risk of this new coronavirus remains low for our region we be start to implement our infectious disease
1152,225,"RT @maggieNYT: White House is clamping down on interviews related to Coronavirus, telling everyone including cabinet officials to go throug…","White House is clamping down on interviews related to Coronavirus, telling everyone including cabinet officials to go throug",White House be clamp down on interview related to Coronavirus tell everyone include cabinet official to go throug
1153,1034,"RT @JamesMelville: Why are the media not focusing on reporting upon the vast majority of people who have recovered from Coronavirus, rather…","Why are the media not focusing on reporting upon the vast majority of people who have recovered from Coronavirus, rather",Why be the medium not focus on reporting upon the vast majority of people who have recover from Coronavirus rather
